id,target
250,0.6756416870074052
251,0.684193614129428
252,0.7169275495243587
253,0.8029609620268896
254,0.6802244481269943
255,0.5683012435511499
256,0.6220714293665556
257,0.5288201677027715
258,0.717644794470625
259,0.2727145190884075
260,0.6874705032569411
261,0.61629068380238194
262,0.6102828224699287
263,0.5861573174693758
264,0.7125056055791247
265,0.593890684841326
266,0.6255729862834839
267,0.5932268780721709
268,0.6530177211739426
269,0.5851757125884655
270,0.6568759685396133
271,0.7101958472390527
272,0.738620839156418
273,0.612211485122197
274,0.6314106187287859
275,0.6931686630207549
276,0.4998058113435642
277,0.7307689985262046
278,0.44393603825561795
279,0.5201406167955808
280,0.3796194102904125
281,0.5963401238774731
282,0.6096217137698061
283,0.6523771441543856
284,0.7418698927702776
285,0.5682670683347467
286,0.6761352400508591
287,0.575821762405844
288,0.6693798050006712
289,0.728616890759745
290,0.2324959491868999
291,0.21958756515934663
292,0.7356183483435047
293,0.7067569044644346
294,0.39848948606981643
295,0.7460285264129332
296,0.5370643593980416
297,0.6847551040132531
298,0.7592242276704196
299,0.5669129534610216
300,0.5728264144538834
301,0.7478340622471725
302,0.5048706698012638
303,0.7724028150139103
304,0.6696912963627565
305,0.6672559987305547
306,0.8134955728967038
307,0.8928766466702387
308,0.6110572198353785
309,0.458476667993399
310,0.6509903036447565
311,0.7199244185358965
312,0.7491827997719553
313,0.7616626389354308
314,0.6110375957067115
315,0.7532645084943553
316,0.7349973814943351
317,0.6674774384424291
318,0.351948199996179
319,0.7455366760699026
320,0.4403398267153379
321,0.7310597692360996
322,0.5127992965350884
323,0.4669323405288176
324,0.6775652199292884
325,0.6177205060092458
326,0.5965912056678416
327,0.5839307266921802
328,0.6417635727236204
329,0.6843317552728867
330,0.475128789647528
331,0.6727889453143332
332,0.6117197528327134
333,0.5293586376545656
334,0.6651202368357342
335,0.7120150765997889
336,0.7405847474279974
337,0.657470053768043
338,0.829084830993983
339,0.5362956420085622
340,0.7514881860593342
341,0.7476446315561266
342,0.45517044857618427
343,0.7250581323936399
344,0.7349463740368717
345,0.43761282316754924
346,0.59848370390698
347,0.6974597263992901
348,0.7506797033508988
349,0.5569716180851495
350,0.7399408131448343
351,0.7682973790500927
352,0.2078197960799273
353,0.6854340712877671
354,0.6287630403941373
355,0.5063781179674064
356,0.4091574050196978
357,0.5752295643415745
358,0.6850615498337695
359,0.5204616720627235
360,0.677465357150492
361,0.4979263395876901
362,0.6728969897741638
363,0.707425346044414
364,0.4087056017018209
365,0.33831892375410205
366,0.6815778276130336
367,0.7277790114214873
368,0.051006009849930097
369,0.6604994286443285
370,0.5431876087020936
371,0.8149826831249128
372,0.7418643809569193
373,0.43484271207823244
374,0.4622201737316251
375,0.7998649353303301
376,0.6897470941012755
377,0.6690122685826715
378,0.6923365607840545
379,0.11382430169458038
380,0.6653828663789277
381,0.8999393709792706
382,0.6584744996529931
383,0.796119014790778
384,0.6654415272501479
385,0.5980450350923747
386,0.5548149343668588
387,0.7041389881277774
388,0.5212502539827182
389,0.5999027142551969
390,0.7349797821531907
391,0.41956434980023827
392,0.6912258536520318
393,0.6454010497684871
394,0.7506281552736299
395,0.39719243869889453
396,0.7053854870787359
397,0.43467328097406016
398,0.7655838825137249
399,0.5802772273472513
400,0.6687613917901275
401,0.6224693400777463
402,0.6815846428160872
403,0.6821167889859846
404,0.7123108122083993
405,0.6617354022545832
406,0.6495149838865125
407,0.45994269194279197
408,0.6113397867554373
409,0.5105663223272902
410,0.7162469635663535
411,0.7390795301454656
412,0.7261570930686714
413,0.704056224895805
414,0.735993439527255
415,0.7765690127375543
416,0.6348302150853655
417,0.7343321593684934
418,0.5968303701201383
419,0.7169882436140267
420,0.733205505554064
421,0.5276902362754631
422,0.8486216053743966
423,0.7551943361395623
424,0.6734007407615696
425,0.5800834617398577
426,0.370114768702991
427,0.7257091868504723
428,0.7670677243383386
429,0.4783326090812705
430,0.7001660721796756
431,0.694206575113458
432,0.6687394731188141
433,0.70231284840634145
434,0.7004057595174489
435,0.621081111699501
436,0.6564990436614389
437,0.6290746247125205
438,0.8322599353776169
439,0.7560705793226
440,0.5913069285511319
441,0.518999556993751
442,0.6946596626390514
443,0.681783116982304
444,0.12417073382740643
445,0.7032315694678044
446,0.7838439841048822
447,0.43784300283559613
448,0.4465454241449881
449,0.7187597284536272
450,0.6256476098448872
451,0.6567587748246663
452,0.6868588088114206
453,0.6460046928077953
454,0.8297545779207947
455,0.671062000064093
456,0.6666217875565302
457,0.685912904495542
458,0.4055578587301206
459,0.7818849513302899
460,0.6196266583851512
461,0.5934837180105629
462,0.7212645566733663
463,0.6154585663852206
464,0.49028111504768856
465,0.7776457446569968
466,0.4866124102084362
467,0.7564887931261188
468,0.7289230678588132
469,0.5482587086430161
470,0.6492939768661514
471,0.7023832871190658
472,0.6881641603093028
473,0.6780852439819817
474,0.8295067821596039
475,0.61976876689211
476,0.6020208200211651
477,0.7248126339212558
478,0.7793423213845355
479,0.5847406286210982
480,0.6821123247974853
481,0.7183744599747353
482,0.7269615048595454
483,0.23703411579605935
484,0.7130082250788978
485,0.3687146937075784
486,0.7213625274403502
487,0.3797755717912665
488,0.4596006073937124
489,0.6382939002768078
490,0.5766102315556312
491,0.7328029089663705
492,0.6767612136785123
493,0.736282870886739
494,0.7419561263864044
495,0.5694593101526946
496,0.5284704434389526
497,0.6876034882173356
