id,target
250,0.613870253430633
251,0.6383448134356148
252,0.6268198518244136
253,0.6747011660923928
254,0.6034531016236989
255,0.5951245273630861
256,0.5818387184543086
257,0.6190232504085351
258,0.6857991990304376
259,0.6215869319546756
260,0.6216396645011325
261,0.5780079768866544
262,0.5843234549688469
263,0.651239665804528
264,0.6065722458999371
265,0.7105856696841801
266,0.655837206323026
267,0.6435551965119439
268,0.5853258701243683
269,0.6326545206180385
270,0.567317116576703
271,0.6759758894446479
272,0.656466122351849
273,0.5714885367872804
274,0.6769250264457214
275,0.6636941232826504
276,0.5466162812985104
277,0.7281733812292325
278,0.6441013322750945
279,0.6368256081841055
280,0.6344609096718121
281,0.6177804248829717
282,0.600667466623353
283,0.6293618322244633
284,0.6653625828619658
285,0.5766745655841508
286,0.6274663418616274
287,0.6341075575888135
288,0.6857444558011146
289,0.6601329793971962
290,0.6156893573673687
291,0.5887142559785068
292,0.6830515615702962
293,0.6287260318054783
294,0.6270436911869146
295,0.6410085267339111
296,0.6857411507851469
297,0.6328453935757029
298,0.6279194622735936
299,0.6159637793786572
300,0.6282171614351615
301,0.6705225081389062
302,0.6768187306794005
303,0.6633636720881854
304,0.6035270561635014
305,0.6582275619763216
306,0.6811709803927679
307,0.6770723548051708
308,0.6733388622535831
309,0.5605666558051455
310,0.6234822218391798
311,0.6829860415218677
312,0.667443194871025
313,0.6283711307184939
314,0.5780038234882063
315,0.5690290356426237
316,0.713576630080307
317,0.6317621545891514
318,0.557881595909683
319,0.6524073330857613
320,0.6715649263876039
321,0.6368383837578222
322,0.6516709280204407
323,0.618360824257272
324,0.6517005471015703
325,0.5569137949194304
326,0.5810576534977487
327,0.5716414691550944
328,0.6053903274336055
329,0.6468398818180009
330,0.5672571976656441
331,0.6164188503300687
332,0.552099144031613
333,0.5468042922986754
334,0.6683044711612112
335,0.6529411901323142
336,0.63905145006045
337,0.6167289496024732
338,0.6282696706247951
339,0.59497920853064
340,0.6796391126533731
341,0.5980153876512599
342,0.6468640901664297
343,0.6113436517077082
344,0.6884538408529901
345,0.6587644046076563
346,0.6762227930779512
347,0.624355271744208
348,0.5905888119558053
349,0.6317421329415062
350,0.6447351257513051
351,0.6518409510103287
352,0.593608580710264
353,0.6490249005297871
354,0.6696747073518768
355,0.6014585901838155
356,0.515061647081704
357,0.6298616633825135
358,0.667071267040356
359,0.6623569423524435
360,0.6768039683657631
361,0.6153312109683375
362,0.6161562018936297
363,0.6682879641157531
364,0.619050816036112
365,0.5513396710125471
366,0.6172611427626057
367,0.6411608131847606
368,0.5468186709901619
369,0.6582724713055484
370,0.62344540772115
371,0.5698372897597423
372,0.5898919184671444
373,0.6082959586621214
374,0.6778008266156077
375,0.7299859756645048
376,0.6378850840049499
377,0.5823236585671586
378,0.63424998856999
379,0.6051439671817216
380,0.6391629138771328
381,0.7259411294610696
382,0.66780608518973406
383,0.6875266065376981
384,0.5885604832639302
385,0.6287292453350315
386,0.6663483577820614
387,0.6607997624609362
388,0.557500826957587
389,0.5687800109614941
390,0.6237231733266846
391,0.5786388283271761
392,0.63317875412113
393,0.5881195753635815
394,0.6274506862107566
395,0.6448749077200747
396,0.6042875895672163
397,0.6045556626032192
398,0.6573534213507918
399,0.6457757105114711
400,0.5601094278696445
401,0.6647708128006566
402,0.6165018370841544
403,0.6695790378195314
404,0.6117091525415479
405,0.6396690994279123
406,0.6255583124664655
407,0.5632488888704934
408,0.6634515407982697
409,0.6571299253494955
410,0.6983162074556428
411,0.6820577566625665
412,0.6212528285322585
413,0.6834613309194956
414,0.7042472312925206
415,0.676206111474726
416,0.601982377116651
417,0.6527399222006179
418,0.6127369519663471
419,0.7148025574978002
420,0.6308267678519642
421,0.5766147245110763
422,0.6451398485571406
423,0.6636000738542902
424,0.6434723282186076
425,0.6131652247809056
426,0.58445801055527
427,0.6472294766950953
428,0.7123377290805414
429,0.6080466388853492
430,0.6275331914278726
431,0.6590400529029833
432,0.6690829969173231
433,0.6388253364428126
434,0.6816713992015203
435,0.5918510880248583
436,0.5992778896739298
437,0.5982597561502578
438,0.7035475799730108
439,0.6682380989797325
440,0.5940791647259158
441,0.5860990037833674
442,0.6496664346036845
443,0.6491628275003736
444,0.6431475835008318
445,0.5660446086868933
446,0.6355395013735988
447,0.5607899379064588
448,0.6188949442054629
449,0.6608557313290606
450,0.5548840345850174
451,0.6874974799823136
452,0.6344950355738128
453,0.6035689201222314
454,0.6875109051492948
455,0.6266573521857526
456,0.6090869178752428
457,0.5811245288269935
458,0.6038842885756591
459,0.6476595064182987
460,0.6302276959835204
461,0.5904257865648805
462,0.6302546641338891
463,0.5998307533828233
464,0.6355766554608268
465,0.7189595505609828
466,0.6271873992003762
467,0.6893010839261662
468,0.6770585876113897
469,0.5962379218977778
470,0.5726730341483554
471,0.6152521565222796
